"","age","gender","is_transgender","sexual_orientation","race","birthplace","marital_status","education","hh_income","home_tenure","occupation","union_status","military","urban_rural","religion","religious_attendance","party_id_3","party_id_7","guns_in_household","voting_duty_choice_7","gov_run_by","gov_waste_3","spend_services_7","defense_spend_7","health_insurance_7","abortion_7","job_income_7","assist_black_7","fedspend_social_security_5","fedspend_public_schools_5","fedspend_border_security_5","fedspend_crime_5","fedspend_highways_5","fedspend_aid_poor_5","fedspend_environment_5","dei_7","death_penalty_4","stay_out_foreign_4","use_force_5","votes_counted_5","voter_id_7","felons_vote_7","climate_action_7","paid_leave_7","trans_bathroom_7","trans_sports_7","gay_job_protect_4","gay_adoption_6","gay_marriage_7","birthright_7","immig_children_6","border_wall_7","urban_unrest_7","ukraine_aid_7","israel_aid_7","palestinians_aid_7"
"1509",59,"Man","No","Heterosexual","White","US state or DC","Divorced","Graduate","$30,000–$59,999","Own/buying","Not working","No","Never served","Suburban","Other religion","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste some",6,3,2,1,4,2,1,1,2,2,1,2,1,4,3,4,3,5,4,1,1,1,1,6,1,1,1,7,6,5,3,1,1,1
"1510",72,"Woman","No","Heterosexual","White","US state or DC","Divorced","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Urban","Evangelical Protestant","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",4,4,7,6,7,6,3,3,1,1,3,3,1,6,2,4,3,2,1,4,4,2,7,1,2,5,6,6,5,1,7,4,4,4
"1511",63,"Woman","No","Heterosexual","Hispanic","Other country","Married","HS diploma","$100,000–$249,999","Own/buying","Not working","No","Never served","Small town","Other Christian","Almost every week","Republican","Strong Republican",0,6,"Big interests","Waste a lot",6,5,2,5,3,4,1,2,1,1,1,1,1,4,2,1,2,2,1,4,1,4,7,1,1,3,2,4,4,3,5,4,4,4
"1512",61,"Man","No","Heterosexual","White","US state or DC","Divorced","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Rural","Other Christian","Every week","Democrat","Strong Democrat",2,7,"Big interests","Waste a lot",4,4,4,4,4,5,2,1,3,3,1,3,1,2,1,4,3,4,1,2,1,1,2,7,1,1,1,7,6,7,4,1,1,1
"1513",55,"Woman","No","Heterosexual","Black","US state or DC","Divorced","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Black Protestant","Almost every week","Republican","Strong Republican",0,7,"Benefit of all","Waste a lot",6,4,1,7,3,5,1,1,1,1,1,1,1,3,4,1,3,4,3,2,2,2,4,6,1,2,2,6,6,1,4,5,4,4
"1514",56,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Rent","Not working","No","Never served","Suburban","Other Christian","A few times a year","Republican","Strong Republican",0,1,"Big interests","Waste a lot",2,5,6,6,6,7,1,4,1,1,1,3,4,7,1,4,4,2,1,1,6,3,7,1,4,3,4,1,5,1,7,5,2,7
"1515",70,"Woman","No","Heterosexual","Hispanic","Puerto Rico","Married","Less than HS","Under $9,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","Never","Republican","Strong Republican",1,7,"Benefit of all","Waste very little",7,4,4,1,5,3,5,1,3,4,1,1,3,6,1,2,4,4,6,7,6,4,4,4,3,2,2,4,5,5,3,6,6,3
"1516",43,"Man","No","Heterosexual","Asian/Pacific Islander","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","Every week","Democrat","Weak Democrat",0,7,"Big interests","Waste a lot",7,5,1,1,4,4,4,1,1,3,3,3,1,2,1,4,1,5,2,2,4,1,4,7,1,1,1,1,6,1,1,1,7,1
"1517",45,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","No","Never served","Suburban","Other religion","A few times a year","Republican","Weak Republican",10,1,"Big interests","Waste a lot",3,4,6,2,6,5,3,3,2,3,1,3,3,7,1,4,3,4,1,3,4,4,4,2,1,1,1,2,5,7,4,1,2,4
"1518",72,"Man","No","Heterosexual","White","US state or DC","Widowed","HS diploma","$30,000–$59,999","Own/buying","Not working","Yes","Never served","Urban","Not religious","Almost every week","Democrat","Strong Democrat",6,1,"Big interests","Waste a lot",6,5,2,2,2,1,2,1,1,1,1,1,1,1,2,4,3,4,4,4,1,2,2,4,1,1,1,4,5,2,1,1,4,2
"1519",33,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Jewish","Every week","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",7,1,2,2,1,2,3,1,3,4,1,1,1,1,3,3,3,4,4,1,1,1,1,7,1,1,1,7,6,7,1,2,2,2
"1520",64,"Woman","No","Heterosexual","Asian/Pacific Islander","US state or DC","Never married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Not religious","A few times a year","Democrat","Weak Democrat",0,2,"Big interests","Waste some",5,5,4,4,3,4,3,2,2,1,2,3,2,2,3,3,4,4,4,3,2,2,4,4,2,2,2,6,5,6,5,2,4,2
"1521",62,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$100,000–$249,999","Own/buying","Working","Yes","Never served","Suburban","Jewish","Almost every week","Republican","Strong Republican",3,2,"Big interests","Waste a lot",4,4,4,6,6,6,1,1,1,2,3,2,3,5,1,4,2,2,1,4,4,2,7,1,3,6,7,4,2,1,6,2,1,2
"1522",78,"Man","No","Heterosexual","White","US state or DC","Never married","Some college","$100,000–$249,999","Own/buying","Not working","No","Previously served","Rural","Evangelical Protestant","A few times a year","Republican","Strong Republican",0,6,"Big interests","Waste a lot",3,6,6,5,5,4,3,3,1,1,3,3,5,7,2,3,3,3,1,4,6,6,7,1,1,2,7,4,5,1,6,2,2,4
"1523",32,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Evangelical Protestant","A few times a year","Republican","Strong Republican",1,7,"Big interests","Waste a lot",4,4,7,5,5,4,3,2,1,1,2,4,2,4,3,2,3,3,1,3,2,1,6,1,1,1,1,4,5,1,4,6,6,4
"1524",67,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Never served","Small town","Evangelical Protestant","Almost every week","Republican","Strong Republican",2,1,"Big interests","Waste a lot",1,1,1,6,7,3,3,3,2,2,3,3,3,7,1,4,2,1,1,4,4,3,7,1,4,6,7,1,1,1,5,1,1,4
"1525",28,"Man","No","Heterosexual","Hispanic","US state or DC","Never married","Less than HS","$100,000–$249,999","Rent","Working","No","Never served","Small town","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",1,1,1,7,1,1,1,1,3,1,1,1,1,4,4,1,5,5,4,2,1,4,4,4,1,1,1,7,6,7,4,7,7,1
"1526",28,"Man","No","Gay/Lesbian","Hispanic","US state or DC","Never married","Some college","$30,000–$59,999","Rent","Working","Yes","Never served","Suburban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",6,2,1,1,3,3,1,1,3,3,1,1,2,4,4,2,4,5,2,2,1,1,2,4,1,1,1,2,6,7,1,2,7,1
"1527",70,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Not working","Yes","Never served","Small town","Mainline Protestant","Almost every week","Democrat","Strong Democrat",4,7,"Benefit of all","Waste some",6,6,1,1,2,2,3,1,2,2,3,2,3,4,2,3,3,5,1,6,4,2,4,4,3,1,2,4,5,4,5,4,4,4
"1528",29,"Woman","No","Heterosexual","White","Other country","Never married","Bachelors","Under $9,999","Rent","Working","No","Never served","Urban","Other religion","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",7,5,3,1,2,2,3,1,3,2,3,2,1,1,4,3,3,2,2,2,1,1,1,7,1,1,1,5,5,4,1,3,1,1
"1529",80,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Not working","Yes","Never served","Urban","Other religion","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste some",4,7,3,1,4,4,3,3,1,1,3,2,1,7,1,4,3,5,1,4,1,1,7,1,1,1,1,7,6,4,4,1,1,1
"1530",32,"Woman","No","Heterosexual","White","US state or DC","Never married","Graduate","Under $9,999","Rent","Working","No","Never served","Suburban","Jewish","Every week","Democrat","Strong Democrat",0,7,"Big interests","Waste a lot",7,3,1,1,1,1,3,1,3,3,3,1,1,4,4,2,4,3,4,1,1,1,1,7,1,1,1,4,5,6,1,4,7,1
"1531",62,"Man","No","Heterosexual","Black","US state or DC","Never married","HS diploma","$10,000–$29,999","Rent","Working","No","Never served","Urban","Other religion","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",7,7,4,2,1,1,1,1,1,1,1,1,1,2,3,4,1,5,4,1,1,1,7,1,1,1,1,4,6,4,4,1,1,1
"1532",30,"Man","No","Heterosexual","White","US state or DC","Never married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Evangelical Protestant","A few times a year","Democrat","Strong Democrat",0,2,"Big interests","Waste some",5,2,3,1,3,2,2,2,4,5,2,2,1,2,3,3,3,4,3,4,3,1,2,5,1,1,1,6,5,6,1,3,5,1
"1533",22,"Woman","No","Gay/Lesbian","White","US state or DC","Never married","Bachelors","$30,000–$59,999","Rent","Working","No","Never served","Urban","Black Protestant","Almost every week","Democrat","Strong Democrat",0,2,"Big interests","Waste some",7,1,1,1,1,1,1,1,5,3,1,1,1,3,4,3,3,5,4,1,1,1,1,7,1,1,1,7,6,7,1,3,7,1
"1534",58,"Man","No","Bisexual","White","US state or DC","Divorced","Bachelors","$100,000–$249,999","Own/buying","Working","Yes","Never served","Urban","Not religious","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,3,1,1,2,1,2,1,3,3,3,1,1,1,4,4,4,4,6,1,1,1,1,7,1,1,1,7,6,6,1,1,6,1
"1535",63,"Woman","No","Heterosexual","Black","Other country","Never married","HS diploma","$60,000–$99,999","Rent","Not working","No","Never served","Urban","Jewish","A few times a year","Democrat","Weak Democrat",0,6,"Big interests","Waste some",4,6,5,3,4,1,1,2,1,2,2,2,2,4,2,3,3,5,2,2,4,1,4,4,2,2,2,4,5,4,3,4,4,4
"1536",44,"Man","No","Heterosexual","Hispanic","Puerto Rico","Never married","Some college","$100,000–$249,999","Rent","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Weak Democrat",0,6,"Big interests","Waste very little",5,6,4,2,2,4,3,2,1,5,1,2,3,4,4,4,4,3,2,5,4,3,4,4,1,2,1,4,5,2,4,4,4,4
"1537",57,"Woman","No","Heterosexual","White","Other country","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Not religious","A few times a year","Democrat","Strong Democrat",0,7,"Benefit of all","Waste some",6,5,2,2,5,4,2,3,2,2,3,3,2,4,4,4,3,4,1,2,3,1,3,4,1,2,1,4,6,4,2,2,6,2
"1538",46,"Woman","No","Heterosexual","Asian/Pacific Islander","US state or DC","Married","Bachelors","$250,000+","Own/buying","Working","Yes","Never served","Urban","Jewish","Every week","Democrat","Strong Democrat",0,2,"Big interests","Waste some",5,4,2,1,1,3,2,1,3,3,2,2,2,2,3,3,3,4,6,2,1,1,1,4,1,1,1,4,6,7,2,2,6,1
"1539",61,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Urban","Jewish","Once or twice a month","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",6,1,2,2,4,4,1,1,3,3,2,1,1,4,3,4,4,3,1,1,1,1,2,6,1,1,1,7,6,4,3,2,6,1
"1540",57,"Man","No","Heterosexual","Black","Other country","Married","HS diploma","$30,000–$59,999","Rent","Working","No","Never served","Urban","Jewish","Almost every week","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",5,7,1,3,1,1,3,1,1,1,3,3,3,2,1,1,5,4,1,2,1,4,7,1,4,6,7,1,6,1,1,1,1,1
"1541",39,"Man","No","Heterosexual","Black","US state or DC","Never married","Some college","$10,000–$29,999","Rent","Working","No","Never served","Rural","Jewish","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",4,6,7,1,4,7,2,3,1,1,2,3,2,4,1,2,3,3,6,4,4,4,7,1,4,6,6,4,5,1,1,2,4,4
"1542",37,"Woman","No","Heterosexual","Black","US state or DC","Never married","HS diploma","$60,000–$99,999","Rent","Working","No","Never served","Small town","Jewish","Every week","Democrat","Weak Democrat",1,7,"Big interests","Waste a lot",7,1,1,4,1,1,1,1,3,1,3,1,1,4,1,2,2,3,1,2,2,1,7,1,1,3,6,1,6,6,1,7,3,4
"1543",35,"Man","No","Gay/Lesbian","Hispanic","US state or DC","Never married","Graduate","$60,000–$99,999","No cash rent","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",6,1,3,2,6,2,2,3,2,3,3,3,1,1,1,1,4,4,1,1,1,1,2,5,1,1,1,6,6,3,1,6,7,3
"1544",42,"Woman","No","Heterosexual","White","US state or DC","Never married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Mainline Protestant","Almost every week","Democrat","Weak Democrat",0,4,"Big interests","Waste a lot",3,2,3,1,2,2,2,2,3,3,2,1,1,2,4,3,4,4,4,2,1,1,1,7,1,1,1,6,6,4,5,2,4,2
"1545",34,"Man","No","Heterosexual","Hispanic","US state or DC","Married","HS diploma","$60,000–$99,999","No cash rent","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,6,"Benefit of all","Waste a lot",7,1,4,2,5,4,3,1,1,1,3,3,3,1,1,2,3,4,1,2,6,7,7,7,1,1,3,7,1,7,1,7,7,1
"1546",46,"Man","No","Bisexual","Black","US state or DC","Married","Some college","$250,000+","No cash rent","Not working","No","Never served","Urban","Mainline Protestant","Every week","Democrat","Strong Democrat",2,2,"Big interests","Waste a lot",7,4,1,4,1,1,1,1,1,1,3,1,3,2,2,4,3,2,4,4,4,1,7,1,4,6,4,4,6,2,4,6,2,6
"1547",39,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Rent","Working","No","Never served","Suburban","Other religion","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",6,4,1,2,3,4,3,2,2,2,1,3,1,4,1,3,4,4,2,4,1,2,1,6,1,1,1,6,6,6,4,3,3,3
"1548",53,"Woman","No","Heterosexual","Black","US state or DC","Divorced","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Urban","Black Protestant","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",6,5,5,3,1,1,1,1,3,1,1,1,2,7,1,3,2,5,4,1,1,2,7,4,1,3,3,7,6,7,1,7,5,2
"1549",38,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","Yes","Never served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,6,"Big interests","Waste a lot",7,2,1,2,2,3,1,1,3,3,3,1,1,4,1,3,3,5,6,2,1,1,2,6,1,1,1,6,6,6,2,1,3,1
"1550",80,"Man","No","Heterosexual","Hispanic","Puerto Rico","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Previously served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",7,7,5,1,7,1,2,2,3,3,3,1,3,1,3,4,5,5,4,2,1,1,4,4,1,2,1,7,6,7,1,1,4,2
"1551",54,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$10,000–$29,999","Own/buying","Working","No","Never served","Urban","Other Christian","Never","Democrat","Weak Democrat",0,1,"Benefit of all","Waste very little",5,4,2,2,6,3,3,3,3,3,3,2,2,4,2,4,3,4,4,2,1,1,4,4,1,1,1,7,6,6,1,1,4,1
"1552",32,"Man","No","Heterosexual","Hispanic","US state or DC","Never married","Bachelors","$60,000–$99,999","Rent","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",7,5,1,2,3,2,3,1,3,3,1,2,1,2,3,4,3,5,4,2,1,1,1,4,1,1,1,7,5,7,4,2,2,2
"1553",50,"Woman","No","Heterosexual","White","Puerto Rico","Never married","Some college","$30,000–$59,999","Rent","Working","No","Never served","Urban","Mainline Protestant","Never","Democrat","Weak Democrat",0,4,"Benefit of all","Waste a lot",7,6,2,1,1,1,3,1,3,3,3,1,3,4,3,1,3,3,4,4,4,4,4,4,1,2,1,4,5,4,4,4,4,4
"1554",36,"Woman","No","Heterosexual","White","Other country","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",7,1,1,1,1,1,2,1,4,5,2,1,1,2,3,3,5,4,7,2,1,1,1,7,1,1,1,4,5,7,1,2,3,2
"1555",62,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Not working","No","Previously served","Suburban","Not religious","Every week","Democrat","Strong Democrat",0,2,"Benefit of all","Waste some",6,2,1,1,2,3,3,2,2,3,3,3,1,4,4,4,4,5,7,1,2,2,2,4,1,1,1,7,6,7,1,1,7,1
"1556",45,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Mainline Protestant","Almost every week","Democrat","Strong Democrat",0,5,"Big interests","Waste some",6,2,2,2,2,3,3,1,4,4,1,2,1,3,4,3,4,4,7,1,1,1,1,7,1,1,1,6,6,7,2,2,6,2
"1557",80,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","Once or twice a month","Republican","Strong Republican",0,1,"Big interests","Waste a lot",3,7,7,5,6,5,2,4,1,1,1,3,4,6,2,3,4,3,1,4,6,4,7,1,1,1,1,2,5,1,4,2,1,4
"1558",79,"Man","No","Heterosexual","White","US state or DC","Divorced","Some college","$10,000–$29,999","Own/buying","Not working","No","Previously served","Rural","Other Christian","A few times a year","Republican","Weak Republican",4,1,"Benefit of all","Waste some",4,6,4,2,2,4,1,1,1,1,1,2,3,1,3,4,2,4,4,1,4,1,7,1,1,2,4,1,6,2,6,1,3,1
"1559",80,"Man","No","Heterosexual","White","US state or DC","Divorced","Graduate","$100,000–$249,999","Rent","Not working","No","Never served","Urban","Jewish","Almost every week","Democrat","Strong Democrat",0,6,"Benefit of all","Waste some",6,3,3,1,4,1,3,1,5,3,1,1,1,1,3,4,3,5,6,1,1,1,2,4,1,1,1,7,6,7,1,1,2,1
"1560",54,"Man","No","Heterosexual","White","US state or DC","Separated","Bachelors","$60,000–$99,999","Rent","Working","No","Never served","Urban","Mainline Protestant","Every week","Democrat","Strong Democrat",0,6,"Big interests","Waste a lot",6,2,1,2,3,2,2,1,2,3,1,2,1,4,3,4,4,4,6,4,1,1,1,7,1,1,1,7,6,4,3,1,7,1
"1561",80,"Man","No","Heterosexual","White","US state or DC","Divorced","Graduate","$60,000–$99,999","Own/buying","Unemployed","Yes","Previously served","Suburban","Other religion","A few times a year","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",7,4,2,1,2,3,1,1,2,1,1,1,1,2,4,4,3,5,7,1,1,1,2,7,1,1,1,6,5,7,3,1,1,1
"1562",68,"Man","No","Heterosexual","White","Other country","Married","HS diploma","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Other Christian","Every week","Republican","Strong Republican",4,1,"Big interests","Waste a lot",4,5,5,6,3,5,1,1,1,1,2,1,3,6,1,1,3,1,1,2,3,4,7,6,4,2,4,1,5,1,7,7,4,7
"1563",50,"Man","No","Heterosexual","Hispanic","US state or DC","Married","Some college","$100,000–$249,999","Rent","Not working","Yes","Never served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",5,4,1,2,1,2,1,1,3,1,1,1,1,2,3,4,5,5,7,3,1,1,7,1,1,2,2,7,6,7,1,1,4,1
"1564",74,"Man","No","Heterosexual","Asian/Pacific Islander","Other country","Married","Graduate","$100,000–$249,999","Rent","Working","No","Never served","Suburban","Not religious","A few times a year","Democrat","Weak Democrat",0,1,"Benefit of all","Waste some",4,5,4,2,5,2,2,1,1,2,1,1,1,2,1,3,3,5,4,4,1,2,4,4,1,2,1,4,5,4,1,4,4,1
"1565",67,"Man","No","Heterosexual","Hispanic","Other country","Divorced","HS diploma","$60,000–$99,999","Own/buying","Working","Yes","Never served","Suburban","Other Christian","Never","Democrat","Strong Democrat",0,1,"Benefit of all","Waste a lot",3,1,4,1,4,4,3,3,2,3,3,3,3,1,3,4,1,5,7,7,4,1,1,1,1,6,4,7,6,1,4,1,1,4
"1566",61,"Man","No","Bisexual","White","US state or DC","Never married","HS diploma","$60,000–$99,999","Own/buying","Working","No","Previously served","Rural","Other Christian","A few times a year","Republican","Strong Republican",5,4,"Big interests","Waste a lot",5,7,7,5,7,7,1,1,1,1,1,3,5,7,1,3,2,1,1,4,7,4,7,1,1,2,1,1,1,1,7,7,1,4
"1567",71,"Woman","No","Heterosexual","Black","US state or DC","Never married","Some college","$10,000–$29,999","Own/buying","Not working","No","Never served","Urban","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",5,4,1,1,4,1,2,1,1,1,3,1,2,4,1,3,2,4,4,4,1,1,4,4,4,2,6,6,5,7,1,4,4,4
"1568",31,"Woman","No","Bisexual","Black","US state or DC","Never married","Bachelors","$100,000–$249,999","Rent","Working","No","Never served","Suburban","Other Christian","Every week","Democrat","Strong Democrat",0,2,"Big interests","Waste a lot",7,1,1,1,1,1,1,1,3,2,1,1,1,2,4,1,3,3,2,1,2,1,2,6,1,1,1,4,5,6,1,4,7,1
